date,price,ci_lower,ci_upper
2026-08-24,103.65526708599074,97.74875894829587,109.56177522368561
2026-08-25,103.4031656866813,95.21277874251956,111.59355263084305
2026-08-26,103.33961135594866,93.41921178809785,113.26001092379947
2026-08-27,103.01699353357151,91.63876984553248,114.39521722161054
2026-08-28,103.45646503356001,90.79073041380306,116.12219965331695
2026-08-31,103.64981067281465,89.96834473148112,117.33127661414818
2026-09-01,103.1013676321965,88.46947149917037,117.73326376522263
2026-09-02,103.0231358571556,87.49730578793711,118.54896592637408
2026-09-03,102.94001268404625,86.56849378851628,119.31153157957623
2026-09-04,103.29620688885409,86.12043268581661,120.47198109189156
2026-09-07,103.54164582250068,85.50186896329954,121.58142268170182
2026-09-08,103.0266149193182,84.16606928159128,121.88716055704514
2026-09-09,102.95004033604351,83.30414737194154,122.59593330014549
2026-09-10,102.83992207047325,82.43926082913097,123.24058331181553
2026-09-11,103.20550364539062,82.07713658219444,124.3338707085868
2026-09-14,103.44507068651438,81.55120060964404,125.33894076338473
2026-09-15,102.92627357738203,80.29522457710576,125.55732257765831
2026-09-16,102.84951220503532,79.50532429311018,126.19370011696047
2026-09-17,102.74243684776668,78.70650655902539,126.77836713650798
2026-09-18,103.10696027324343,78.39872531731659,127.81519522917027
